STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Grand Total,shortCode
MEGHALAYA,2012,Service (Government),0,2,1,1,0,4,0,0,0,0,0,0,4,ML
MEGHALAYA,2012,Service (Private),1,2,1,1,0,5,0,0,0,0,0,0,5,ML
MEGHALAYA,2012,Public Sector Undertaking,0,0,1,0,0,1,0,0,0,0,0,0,1,ML
MEGHALAYA,2012,Student,2,12,0,0,0,14,1,10,0,0,0,11,25,ML
MEGHALAYA,2012,Unemployed,0,8,5,4,0,17,0,5,1,0,0,6,23,ML
MEGHALAYA,2012,Self-employed (Business activity),0,9,6,3,0,18,0,0,0,0,0,0,18,ML
MEGHALAYA,2012,Professional Activity,0,1,2,0,0,3,0,0,0,0,0,0,3,ML
MEGHALAYA,2012,Farming/Agriculture Activity,0,3,3,3,0,9,0,1,0,0,0,1,10,ML
MEGHALAYA,2012,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0,ML
MEGHALAYA,2012,Total,3,40,30,16,1,90,2,27,7,2,0,38,128,ML
MEGHALAYA,2012,Total Salaried,1,4,3,2,0,10,0,0,0,0,0,0,10,ML
MEGHALAYA,2012,Total Self-employed,0,15,19,10,0,44,0,3,0,0,0,3,47,ML
MIZORAM,2012,Others (Please Specify),1,16,3,0,0,20,0,0,0,3,1,4,24,MZ
MIZORAM,2012,House Wife,0,0,0,0,0,0,0,0,1,0,0,1,1,MZ
MIZORAM,2012,Service (Government),0,0,1,1,0,2,0,0,0,0,0,0,2,MZ
MIZORAM,2012,Service (Private),3,0,13,0,0,16,0,4,0,0,0,4,20,MZ
MIZORAM,2012,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ
MIZORAM,2012,Student,0,1,5,0,0,6,0,1,0,0,0,1,7,MZ
MIZORAM,2012,Unemployed,2,28,17,10,6,63,3,0,0,0,0,3,66,MZ
MIZORAM,2012,Self-employed (Business activity),1,22,13,3,0,39,0,0,0,0,0,0,39,MZ
MIZORAM,2012,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ
MIZORAM,2012,Farming/Agriculture Activity,0,3,5,1,0,9,0,0,0,1,0,1,10,MZ
MIZORAM,2012,Retired Person,0,0,0,0,2,2,0,2,0,0,0,2,4,MZ
MIZORAM,2012,Total,7,70,57,15,8,157,3,7,1,4,1,16,173,MZ
MIZORAM,2012,Total Salaried,3,0,14,1,0,18,0,4,0,0,0,4,22,MZ
MIZORAM,2012,Total Self-employed,1,33,18,4,0,56,0,0,0,3,0,3,59,MZ
NAGALAND,2012,Others (Please Specify),0,1,0,0,0,1,0,0,0,0,0,0,1,NG
NAGALAND,2012,House Wife,0,0,0,0,0,0,0,2,1,0,0,3,3,NG
NAGALAND,2012,Service (Government),0,3,2,1,0,6,0,0,0,0,0,0,6,NG
NAGALAND,2012,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0,NG
NAGALAND,2012,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,NG
NAGALAND,2012,Student,0,2,0,0,0,2,1,1,0,0,0,2,4,NG
NAGALAND,2012,Unemployed,0,0,1,0,0,1,0,0,0,0,0,0,1,NG
NAGALAND,2012,Self-employed (Business activity),0,1,1,1,0,3,0,0,0,0,0,0,3,NG
NAGALAND,2012,Professional Activity,0,0,2,1,0,3,0,0,0,0,0,0,3,NG
NAGALAND,2012,Farming/Agriculture Activity,0,4,2,2,0,8,0,1,0,0,0,1,9,NG
NAGALAND,2012,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0,NG
NAGALAND,2012,Total,0,11,8,5,0,24,1,4,1,0,0,6,30,NG
NAGALAND,2012,Total Salaried,0,3,2,1,0,6,0,0,0,0,0,0,6,NG
NAGALAND,2012,Total Self-employed,0,6,5,4,0,15,0,1,0,0,0,1,16,NG
ODISHA,2012,Others (Please Specify),95,299,255,261,173,1083,72,211,159,121,71,634,1717,OD
ODISHA,2012,House Wife,0,0,0,0,0,0,0,363,362,124,21,870,870,OD
ODISHA,2012,Service (Government),0,12,11,4,1,28,1,8,18,6,3,36,64,OD
ODISHA,2012,Service (Private),5,109,141,84,7,346,2,43,69,22,5,141,487,OD
ODISHA,2012,Public Sector Undertaking,0,34,34,21,0,89,8,7,13,10,0,38,127,OD
ODISHA,2012,Student,28,165,24,16,0,233,49,115,26,0,0,190,423,OD
ODISHA,2012,Unemployed,10,158,186,68,2,424,7,49,50,22,2,130,554,OD
ODISHA,2012,Self-employed (Business activity),6,63,166,121,21,377,1,17,9,11,1,39,416,OD
ODISHA,2012,Professional Activity,0,8,97,35,10,150,0,2,9,2,0,13,163,OD
ODISHA,2012,Farming/Agriculture Activity,0,14,45,53,9,121,1,10,6,8,0,25,146,OD
ODISHA,2012,Retired Person,0,5,5,16,19,45,2,4,0,3,6,15,60,OD
ODISHA,2012,Total,144,867,964,679,242,2896,143,829,721,329,109,2131,5027,OD
ODISHA,2012,Total Salaried,5,155,186,109,8,463,11,58,100,38,8,215,678,OD
ODISHA,2012,Total Self-employed,40,217,447,351,131,1186,30,151,108,90,32,411,1597,OD
PUDUCHERRY,2012,Others (Please Specify),1,22,52,49,7,131,0,1,5,1,0,7,138,PY
PUDUCHERRY,2012,House Wife,0,0,0,0,0,0,0,32,42,17,12,103,103,PY
PUDUCHERRY,2012,Service (Government),0,5,5,5,1,16,0,2,1,1,0,4,20,PY
PUDUCHERRY,2012,Service (Private),0,4,5,2,0,11,0,9,0,0,0,9,20,PY
PUDUCHERRY,2012,Public Sector Undertaking,0,0,0,0,0,0,0,2,0,0,0,2,2,PY
PUDUCHERRY,2012,Student,0,23,0,0,0,23,4,17,1,0,0,22,45,PY
PUDUCHERRY,2012,Unemployed,0,14,11,13,26,64,0,10,2,1,6,19,83,PY
PUDUCHERRY,2012,Self-employed (Business activity),0,1,7,5,3,16,0,0,2,0,0,2,18,PY
PUDUCHERRY,2012,Professional Activity,0,23,47,29,6,105,0,0,1,0,0,1,106,PY
PUDUCHERRY,2012,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,PY
PUDUCHERRY,2012,Retired Person,0,0,0,0,6,6,0,0,0,0,0,0,6,PY
PUDUCHERRY,2012,Total,1,92,127,103,49,372,4,73,54,20,18,169,541,PY
PUDUCHERRY,2012,Total Salaried,0,9,10,7,1,27,0,13,1,1,0,15,42,PY
PUDUCHERRY,2012,Total Self-employed,0,46,106,82,16,250,0,0,8,1,0,9,259,PY
PUNJAB,2012,Others (Please Specify),2,105,132,64,27,330,0,13,7,1,0,21,351,PN
PUNJAB,2012,House Wife,0,0,0,0,0,0,1,71,84,15,2,173,173,PN
PUNJAB,2012,Service (Government),0,6,5,2,0,13,0,1,0,0,0,1,14,PN
PUNJAB,2012,Service (Private),0,68,69,26,6,169,0,2,8,2,0,12,181,PN
PUNJAB,2012,Public Sector Undertaking,0,6,6,1,0,13,0,4,0,0,0,4,17,PN
PUNJAB,2012,Student,5,25,0,0,0,30,1,26,0,0,0,27,57,PN
PUNJAB,2012,Unemployed,0,50,19,10,4,83,0,4,1,2,0,7,90,PN
PUNJAB,2012,Self-employed (Business activity),0,10,18,8,3,39,0,0,0,0,0,0,39,PN
PUNJAB,2012,Professional Activity,0,6,15,4,0,25,0,0,0,0,0,0,25,PN
PUNJAB,2012,Farming/Agriculture Activity,0,23,34,8,10,75,0,0,0,0,0,0,75,PN
PUNJAB,2012,Retired Person,0,0,1,2,4,7,0,0,0,1,0,1,8,PN
PUNJAB,2012,Total,7,299,299,125,54,784,2,121,100,21,2,246,1030,PN
PUNJAB,2012,Total Salaried,0,80,80,29,6,195,0,7,8,2,0,17,212,PN
PUNJAB,2012,Total Self-employed,0,119,163,67,33,382,0,9,3,1,0,13,395,PN
RAJASTHAN,2012,Others (Please Specify),53,599,720,515,97,1984,23,203,160,71,20,477,2461,RJ
RAJASTHAN,2012,House Wife,0,0,0,0,0,0,1,413,337,106,37,894,894,RJ
RAJASTHAN,2012,Service (Government),0,12,19,16,1,48,0,2,3,0,0,5,53,RJ
RAJASTHAN,2012,Service (Private),0,153,148,62,7,370,0,12,12,2,2,28,398,RJ
RAJASTHAN,2012,Public Sector Undertaking,0,7,8,20,6,41,0,1,2,0,0,3,44,RJ
RAJASTHAN,2012,Student,15,119,4,0,0,138,14,84,3,0,1,102,240,RJ
RAJASTHAN,2012,Unemployed,0,56,47,21,8,132,1,9,27,6,0,43,175,RJ
RAJASTHAN,2012,Self-employed (Business activity),0,49,78,31,7,165,0,1,11,1,0,13,178,RJ
RAJASTHAN,2012,Professional Activity,0,23,47,26,0,96,0,0,0,1,0,1,97,RJ
RAJASTHAN,2012,Farming/Agriculture Activity,0,68,88,66,20,242,1,16,7,4,0,28,270,RJ
RAJASTHAN,2012,Retired Person,0,0,1,2,8,11,0,0,0,0,0,0,11,RJ
RAJASTHAN,2012,Total,68,1086,1160,759,154,3227,40,741,562,191,60,1594,4821,RJ
RAJASTHAN,2012,Total Salaried,0,172,175,98,14,459,0,15,17,2,2,36,495,RJ
RAJASTHAN,2012,Total Self-employed,10,372,500,265,54,1201,5,53,41,18,3,120,1321,RJ
SIKKIM,2012,Others (Please Specify),0,2,2,0,5,9,0,2,5,3,1,11,20,SK
SIKKIM,2012,House Wife,0,0,0,0,0,0,0,9,7,4,2,22,22,SK
SIKKIM,2012,Service (Government),0,7,7,3,0,17,0,5,0,1,0,6,23,SK
SIKKIM,2012,Service (Private),0,5,5,4,0,14,0,4,3,1,0,8,22,SK
SIKKIM,2012,Public Sector Undertaking,0,2,2,4,0,8,0,0,2,0,0,2,10,SK
SIKKIM,2012,Student,5,2,0,0,0,7,6,4,3,0,0,13,20,SK
SIKKIM,2012,Unemployed,0,5,0,0,0,5,0,6,8,0,0,14,19,SK
SIKKIM,2012,Self-employed (Business activity),0,5,4,3,3,15,0,0,0,0,0,0,15,SK
SIKKIM,2012,Professional Activity,0,2,2,5,2,11,0,0,0,0,0,0,11,SK
SIKKIM,2012,Farming/Agriculture Activity,0,5,4,1,0,10,0,5,2,0,2,9,19,SK
SIKKIM,2012,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0,SK
SIKKIM,2012,Total,5,35,26,20,10,96,6,35,30,9,5,85,181,SK
SIKKIM,2012,Total Salaried,0,14,14,11,0,39,0,9,5,2,0,16,55,SK
SIKKIM,2012,Total Self-employed,0,14,12,9,10,45,0,7,7,3,3,20,65,SK
TAMIL NADU,2012,Others (Please Specify),43,1619,2459,1245,843,6209,80,775,372,355,312,1894,8103,TN
TAMIL NADU,2012,House Wife,0,0,0,0,0,0,3,1097,1031,575,205,2911,2911,TN
TAMIL NADU,2012,Service (Government),0,39,101,93,4,237,0,17,22,8,0,47,284,TN
TAMIL NADU,2012,Service (Private),0,202,381,244,34,861,0,85,72,25,4,186,1047,TN
TAMIL NADU,2012,Public Sector Undertaking,0,41,76,67,7,191,0,22,27,17,1,67,258,TN
TAMIL NADU,2012,Student,101,274,12,0,0,387,95,294,19,0,0,408,795,TN
TAMIL NADU,2012,Unemployed,5,316,425,594,177,1517,4,175,141,83,18,421,1938,TN
TAMIL NADU,2012,Self-employed (Business activity),0,164,262,226,78,730,0,20,29,19,3,71,801,TN
TAMIL NADU,2012,Professional Activity,0,40,40,46,19,145,0,31,32,10,2,75,220,TN
TAMIL NADU,2012,Farming/Agriculture Activity,0,68,137,123,81,409,0,31,32,22,5,90,499,TN
TAMIL NADU,2012,Retired Person,0,0,3,13,46,62,0,0,0,0,9,9,71,TN
TAMIL NADU,2012,Total,149,2763,3896,2651,1289,10748,182,2547,1777,1114,559,6179,16927,TN
TAMIL NADU,2012,Total Salaried,0,282,558,404,45,1289,0,124,121,50,5,300,1589,TN
TAMIL NADU,2012,Total Self-employed,10,898,1330,1033,459,3730,23,323,267,159,50,822,4552,TN
TRIPURA,2012,Others (Please Specify),9,112,177,75,30,403,11,44,47,13,7,122,525,TR
TRIPURA,2012,House Wife,0,0,0,0,0,0,0,44,36,24,24,128,128,TR
TRIPURA,2012,Service (Government),0,1,0,1,0,2,0,0,0,0,0,0,2,TR
TRIPURA,2012,Service (Private),0,3,3,0,0,6,0,0,0,0,0,0,6,TR
TRIPURA,2012,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,TR
TRIPURA,2012,Student,7,38,0,0,0,45,4,27,0,0,0,31,76,TR
TRIPURA,2012,Unemployed,0,9,10,6,0,25,0,1,2,0,0,3,28,TR
TRIPURA,2012,Self-employed (Business activity),0,2,15,23,15,55,0,0,0,0,0,0,55,TR
TRIPURA,2012,Professional Activity,0,0,0,2,4,6,0,0,0,0,0,0,6,TR
TRIPURA,2012,Farming/Agriculture Activity,0,5,6,5,2,18,0,0,0,0,0,0,18,TR
TRIPURA,2012,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0,TR
TRIPURA,2012,Total,16,170,211,112,51,560,15,116,85,37,31,284,844,TR
TRIPURA,2012,Total Salaried,0,4,3,1,0,8,0,0,0,0,0,0,8,TR
TRIPURA,2012,Total Self-employed,5,56,54,59,40,214,2,15,5,1,0,23,237,TR
UTTAR PRADESH,2012,Others (Please Specify),6,227,213,217,89,752,12,162,56,63,22,315,1067,UP
UTTAR PRADESH,2012,House Wife,0,0,0,0,0,0,7,546,393,98,33,1077,1077,UP
UTTAR PRADESH,2012,Service (Government),0,24,23,15,0,62,4,10,12,1,0,27,89,UP
UTTAR PRADESH,2012,Service (Private),1,94,142,73,15,325,14,93,24,14,0,145,470,UP
UTTAR PRADESH,2012,Public Sector Undertaking,0,12,8,11,0,31,0,6,10,9,0,25,56,UP
UTTAR PRADESH,2012,Student,20,122,11,1,0,154,15,104,31,0,1,151,305,UP
UTTAR PRADESH,2012,Unemployed,2,98,80,26,3,209,0,21,15,1,0,37,246,UP
UTTAR PRADESH,2012,Self-employed (Business activity),0,85,80,32,13,210,0,6,6,5,0,17,227,UP
UTTAR PRADESH,2012,Professional Activity,0,22,53,28,22,125,0,5,0,0,0,5,130,UP
UTTAR PRADESH,2012,Farming/Agriculture Activity,2,161,230,170,56,619,2,36,44,27,17,126,745,UP
UTTAR PRADESH,2012,Retired Person,0,0,2,1,5,8,0,0,0,0,2,2,10,UP
UTTAR PRADESH,2012,Total,31,845,842,574,203,2495,54,989,591,218,75,1927,4422,UP
UTTAR PRADESH,2012,Total Salaried,1,130,173,99,15,418,18,109,46,24,0,197,615,UP
UTTAR PRADESH,2012,Total Self-employed,5,364,458,305,104,1236,6,136,77,71,23,313,1549,UP
UTTARAKHAND,2012,Others (Please Specify),6,33,51,24,11,125,7,45,27,10,4,93,218,UK
UTTARAKHAND,2012,House Wife,0,0,0,0,0,0,0,43,15,2,3,63,63,UK
UTTARAKHAND,2012,Service (Government),0,1,6,0,0,7,0,0,0,0,0,0,7,UK
UTTARAKHAND,2012,Service (Private),0,11,21,13,0,45,0,1,1,0,0,2,47,UK
UTTARAKHAND,2012,Public Sector Undertaking,0,0,5,2,0,7,1,0,0,0,0,1,8,UK
UTTARAKHAND,2012,Student,1,8,2,0,0,11,1,6,2,0,0,9,20,UK
UTTARAKHAND,2012,Unemployed,0,10,11,0,0,21,0,4,1,0,0,5,26,UK
UTTARAKHAND,2012,Self-employed (Business activity),0,7,5,6,2,20,0,0,0,0,0,0,20,UK
UTTARAKHAND,2012,Professional Activity,0,0,0,1,0,1,0,0,0,0,0,0,1,UK
UTTARAKHAND,2012,Farming/Agriculture Activity,0,3,5,1,3,12,0,1,1,0,0,2,14,UK
UTTARAKHAND,2012,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0,UK
UTTARAKHAND,2012,Total,7,73,106,47,16,249,9,100,47,12,7,175,424,UK
UTTARAKHAND,2012,Total Salaried,0,12,32,15,0,59,1,1,1,0,0,3,62,UK
UTTARAKHAND,2012,Total Self-employed,1,16,28,13,7,65,3,8,5,2,0,18,83,UK
WEST BENGAL,2012,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0,WB
WEST BENGAL,2012,House Wife,0,0,0,0,0,0,0,0,0,0,0,0,0,WB
WEST BENGAL,2012,Service (Government),0,0,0,0,0,0,0,0,0,0,0,0,0,WB
WEST BENGAL,2012,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0,WB
WEST BENGAL,2012,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,WB
WEST BENGAL,2012,Student,0,0,0,0,0,0,0,0,0,0,0,0,0,WB
WEST BENGAL,2012,Unemployed,0,0,0,0,0,0,0,0,0,0,0,0,0,WB
WEST BENGAL,2012,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0,WB
WEST BENGAL,2012,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,WB
WEST BENGAL,2012,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,WB
WEST BENGAL,2012,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0,WB
WEST BENGAL,2012,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,WB
WEST BENGAL,2012,Total Salaried,0,0,0,0,0,0,0,0,0,0,0,0,0,WB
WEST BENGAL,2012,Total Self-employed,0,0,0,0,0,0,0,0,0,0,0,0,0,WB
A & N ISLANDS,2013,Others (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0,AN
A & N ISLANDS,2013,House Wife,0,0,0,0,0,0,0,10,7,3,1,21,21,AN
A & N ISLANDS,2013,Service (Government),0,2,8,9,0,19,0,0,1,1,0,2,21,AN
A & N ISLANDS,2013,Service (Private),0,25,18,16,5,64,0,0,1,0,0,1,65,AN
A & N ISLANDS,2013,Public Sector Undertaking,0,0,0,0,1,1,0,0,0,0,0,0,1,AN
A & N ISLANDS,2013,Student,4,8,0,0,0,12,2,8,0,0,0,10,22,AN
A & N ISLANDS,2013,Unemployed,0,0,2,0,1,3,0,4,2,0,0,6,9,AN
A & N ISLANDS,2013,Self-employed (Business activity),0,0,1,2,0,3,0,0,0,0,0,0,3,AN
A & N ISLANDS,2013,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,AN
A & N ISLANDS,2013,Farming/Agriculture Activity,0,0,0,1,4,5,0,0,0,0,0,0,5,AN
A & N ISLANDS,2013,Retired Person,0,0,0,0,4,4,0,0,0,0,0,0,4,AN
A & N ISLANDS,2013,Total,4,35,29,28,15,111,2,22,11,4,1,40,151,AN
A & N ISLANDS,2013,Total Salaried,0,27,26,25,6,84,0,0,2,1,0,3,87,AN
A & N ISLANDS,2013,Total Self-employed,0,0,1,3,4,8,0,0,0,0,0,0,8,AN
ANDHRA PRADESH,2013,Others (Please Specify),23,1176,1545,1133,493,4370,33,502,495,268,174,1472,5842,AP
ANDHRA PRADESH,2013,House Wife,0,0,0,0,0,0,1,803,600,347,161,1912,1912,AP
ANDHRA PRADESH,2013,Service (Government),0,41,56,49,3,149,0,11,8,1,0,20,169,AP
ANDHRA PRADESH,2013,Service (Private),0,384,551,280,84,1299,3,156,88,29,19,295,1594,AP
ANDHRA PRADESH,2013,Public Sector Undertaking,0,67,108,68,20,263,0,11,36,3,0,50,313,AP
ANDHRA PRADESH,2013,Student,45,324,34,0,0,403,43,257,16,0,0,316,719,AP
ANDHRA PRADESH,2013,Unemployed,0,170,226,125,42,563,0,33,39,3,1,76,639,AP
ANDHRA PRADESH,2013,Self-employed (Business activity),0,190,305,188,41,724,0,5,34,2,0,41,765,AP
ANDHRA PRADESH,2013,Professional Activity,0,150,222,103,22,497,0,7,9,5,7,28,525,AP
ANDHRA PRADESH,2013,Farming/Agriculture Activity,0,345,598,467,144,1554,1,138,175,94,52,460,2014,AP
ANDHRA PRADESH,2013,Retired Person,0,0,3,26,51,80,0,0,0,22,13,35,115,AP
ANDHRA PRADESH,2013,Total,68,2847,3648,2439,900,9902,81,1923,1500,774,427,4705,14607,AP
ANDHRA PRADESH,2013,Total Salaried,0,492,715,397,107,1711,3,178,132,33,19,365,2076,AP
ANDHRA PRADESH,2013,Total Self-employed,5,1385,2090,1473,518,5471,14,430,423,224,148,1239,6710,AP
ARUNACHAL PRADESH,2013,Others (Please Specify),3,14,19,1,2,39,2,5,4,1,0,12,51,AR
ARUNACHAL PRADESH,2013,House Wife,0,0,0,0,0,0,0,9,8,2,1,20,20,AR
ARUNACHAL PRADESH,2013,Service (Government),0,8,14,6,0,28,0,2,1,0,0,3,31,AR
ARUNACHAL PRADESH,2013,Service (Private),0,7,3,6,0,16,0,0,1,0,0,1,17,AR
ARUNACHAL PRADESH,2013,Public Sector Undertaking,0,0,1,1,0,2,0,0,0,0,0,0,2,AR
ARUNACHAL PRADESH,2013,Student,3,13,1,0,0,17,2,8,1,0,0,11,28,AR
ARUNACHAL PRADESH,2013,Unemployed,0,6,16,4,1,27,0,4,2,0,0,6,33,AR
ARUNACHAL PRADESH,2013,Self-employed (Business activity),1,2,3,2,1,9,0,0,0,0,0,0,9,AR
ARUNACHAL PRADESH,2013,Professional Activity,0,1,0,0,0,1,0,0,0,0,0,0,1,AR
ARUNACHAL PRADESH,2013,Farming/Agriculture Activity,0,5,8,13,6,32,0,3,2,0,0,5,37,AR
ARUNACHAL PRADESH,2013,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0,AR
ARUNACHAL PRADESH,2013,Total,7,56,65,33,10,171,4,31,19,3,1,58,229,AR
ARUNACHAL PRADESH,2013,Total Salaried,0,15,18,13,0,46,0,2,2,0,0,4,50,AR
ARUNACHAL PRADESH,2013,Total Self-employed,4,13,13,15,7,52,1,4,2,0,0,7,59,AR
ASSAM,2013,Others (Please Specify),6,313,530,187,13,1049,6,81,68,37,4,196,1245,AS
ASSAM,2013,House Wife,0,0,0,0,0,0,0,155,284,129,9,577,577,AS
ASSAM,2013,Service (Government),0,0,6,1,0,7,0,3,1,0,0,4,11,AS
ASSAM,2013,Service (Private),0,9,33,11,0,53,0,5,8,1,0,14,67,AS
ASSAM,2013,Public Sector Undertaking,0,53,93,61,0,207,0,2,7,0,0,9,216,AS
ASSAM,2013,Student,5,234,0,0,0,239,1,124,0,0,0,125,364,AS
ASSAM,2013,Unemployed,0,4,59,133,3,199,0,5,3,4,0,12,211,AS
ASSAM,2013,Self-employed (Business activity),0,98,177,95,4,374,0,10,11,3,0,24,398,AS
ASSAM,2013,Professional Activity,0,38,68,39,3,148,0,3,2,2,0,7,155,AS
ASSAM,2013,Farming/Agriculture Activity,0,74,124,77,3,278,0,11,9,7,0,27,305,AS
ASSAM,2013,Retired Person,0,0,0,0,4,4,0,0,0,0,0,0,4,AS
ASSAM,2013,Total,11,823,1090,604,30,2558,7,399,393,183,13,995,3553,AS
ASSAM,2013,Total Salaried,0,62,132,73,0,267,0,10,16,1,0,27,294,AS
ASSAM,2013,Total Self-employed,1,491,818,354,20,1684,1,85,63,32,0,181,1865,AS
BIHAR,2013,Others (Please Specify),8,72,116,79,27,302,35,78,43,10,5,171,473,BR
BIHAR,2013,House Wife,0,0,0,0,0,0,0,55,93,18,2,168,168,BR
BIHAR,2013,Service (Government),0,3,4,0,0,7,0,4,3,0,0,7,14,BR
BIHAR,2013,Service (Private),0,18,20,14,0,52,0,11,8,3,0,22,74,BR
BIHAR,2013,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,BR
BIHAR,2013,Student,18,22,6,0,0,46,12,20,4,0,0,36,82,BR
BIHAR,2013,Unemployed,0,30,43,14,7,94,0,10,5,0,0,15,109,BR
BIHAR,2013,Self-employed (Business activity),0,1,1,2,0,4,0,0,0,0,0,0,4,BR
BIHAR,2013,Professional Activity,0,1,3,1,1,6,0,0,0,0,0,0,6,BR
BIHAR,2013,Farming/Agriculture Activity,0,29,60,16,14,119,0,3,4,1,0,8,127,BR
BIHAR,2013,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0,BR
BIHAR,2013,Total,26,176,253,126,49,630,47,181,160,32,7,427,1057,BR
BIHAR,2013,Total Salaried,0,21,24,14,0,59,0,15,11,3,0,29,88,BR
BIHAR,2013,Total Self-employed,5,51,99,45,19,219,17,42,19,3,1,82,301,BR
CHANDIGARH,2013,Others (Please Specify),0,7,4,2,0,13,0,2,0,0,0,2,15,CH
CHANDIGARH,2013,House Wife,0,0,0,0,0,0,0,10,9,2,0,21,21,CH
CHANDIGARH,2013,Service (Government),0,0,0,3,0,3,0,0,0,0,0,0,3,CH
CHANDIGARH,2013,Service (Private),0,10,11,6,2,29,0,0,0,0,0,0,29,CH
CHANDIGARH,2013,Public Sector Undertaking,0,0,3,0,0,3,0,0,0,0,0,0,3,CH
CHANDIGARH,2013,Student,0,8,0,0,0,8,1,14,0,0,0,15,23,CH
CHANDIGARH,2013,Unemployed,0,2,0,0,0,2,0,0,0,0,0,0,2,CH
CHANDIGARH,2013,Self-employed (Business activity),0,1,0,0,0,1,0,0,0,0,0,0,1,CH
CHANDIGARH,2013,Professional Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,CH
CHANDIGARH,2013,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,CH
CHANDIGARH,2013,Retired Person,0,0,0,0,0,0,0,0,0,0,0,0,0,CH
CHANDIGARH,2013,Total,0,28,18,11,2,59,1,26,9,2,0,38,97,CH
CHANDIGARH,2013,Total Salaried,0,10,14,9,2,35,0,0,0,0,0,0,35,CH
CHANDIGARH,2013,Total Self-employed,0,8,4,2,0,14,0,2,0,0,0,2,16,CH
CHHATTISGARH,2013,Others (Please Specify),45,913,950,553,261,2722,47,240,159,114,72,632,3354,CG
CHHATTISGARH,2013,House Wife,0,0,0,0,0,0,2,458,275,118,44,897,897,CG
CHHATTISGARH,2013,Service (Government),0,3,9,6,0,18,0,3,0,0,0,3,21,CG
CHHATTISGARH,2013,Service (Private),1,69,88,30,8,196,1,9,11,9,4,34,230,CG
CHHATTISGARH,2013,Public Sector Undertaking,0,14,14,13,0,41,0,0,0,0,0,0,41,CG
CHHATTISGARH,2013,Student,35,130,3,0,0,168,42,149,0,0,0,191,359,CG
CHHATTISGARH,2013,Unemployed,1,100,85,22,0,208,0,4,1,1,0,6,214,CG
CHHATTISGARH,2013,Self-employed (Business activity),0,14,17,8,0,39,0,0,0,0,0,0,39,CG
CHHATTISGARH,2013,Professional Activity,0,58,79,33,3,173,0,2,2,0,0,4,177,CG
CHHATTISGARH,2013,Farming/Agriculture Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,CG
CHHATTISGARH,2013,Retired Person,0,0,32,32,19,83,0,0,11,8,2,21,104,CG
CHHATTISGARH,2013,Total,82,1301,1277,697,291,3648,92,865,459,250,122,1788,5436,CG
CHHATTISGARH,2013,Total Salaried,1,86,111,49,8,255,1,12,11,9,4,37,292,CG
CHHATTISGARH,2013,Total Self-employed,12,669,737,424,163,2005,14,121,90,41,22,288,2293,CG
D & N HAVELI,2013,Others (Please Specify),0,1,4,6,0,11,0,0,0,0,3,3,14,DN
D & N HAVELI,2013,House Wife,0,0,0,0,0,0,0,7,4,4,3,18,18,DN
D & N HAVELI,2013,Service (Government),0,0,0,0,0,0,0,1,1,0,0,2,2,DN
D & N HAVELI,2013,Service (Private),0,0,0,0,0,0,0,0,0,0,0,0,0,DN
D & N HAVELI,2013,Public Sector Undertaking,0,11,4,2,0,17,0,0,0,1,0,1,18,DN
D & N HAVELI,2013,Student,0,4,0,0,0,4,0,5,0,0,0,5,9,DN
D & N HAVELI,2013,Unemployed,0,8,0,0,0,8,0,0,0,0,0,0,8,DN
D & N HAVELI,2013,Self-employed (Business activity),0,0,0,0,0,0,0,0,0,0,0,0,0,DN
